,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
478,0,Orion Pictures,USA,Frank Oz,Comedy,42039085,Dirty Rotten Scoundrels,PG,14-12-1988,110.0,7.3,Steve Martin,54129.0,Dale Launer,1988.0
479,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19-08-1988,93.0,5.7,Robert Englund,39701.0,Wes Craven,1988.0
480,0,American Playhouse,USA,Ramón Menéndez,Drama,13994920,Stand and Deliver,PG,11-03-1988,103.0,7.3,Edward James Olmos,13270.0,Ramón Menéndez,1988.0
481,24000000,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,17-06-1988,91.0,6.6,Dan Aykroyd,31340.0,John Hughes,1988.0
482,0,DDM Film Corporation,USA,Zalman King,Drama,1547397,Two Moon Junction,R,29-04-1988,104.0,5.0,Sherilyn Fenn,4303.0,Zalman King,1988.0
483,7000000,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,15-06-1988,108.0,7.1,Kevin Costner,39369.0,Ron Shelton,1988.0
484,7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,22-04-1988,99.0,6.0,Steven Seagal,24061.0,Andrew Davis,1988.0
485,10000000,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,12-05-1989,100.0,5.2,Geena Davis,17315.0,Julie Brown,1988.0
486,31000000,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,18-11-1988,74.0,6.7,Joey Lawrence,35531.0,Jim Cox,1988.0
487,31000000,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,13-07-1988,91.0,6.3,Clint Eastwood,33312.0,Harry Julian Fink,1988.0
488,7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,30-09-1988,96.0,6.4,Cassandra Peterson,9751.0,Sam Egan,1988.0
489,32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,23-11-1988,101.0,7.0,Bill Murray,68098.0,Mitch Glazer,1988.0
490,23000000,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,02-12-1988,115.0,6.0,Mel Gibson,24708.0,Robert Towne,1988.0
491,20000000,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,26-02-1988,120.0,6.9,Harrison Ford,41608.0,Roman Polanski,1988.0
492,2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,13-05-1988,88.0,5.3,Jennifer Banko,23959.0,Daryl Haney,1988.0
493,8000000,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,06-07-1988,88.0,6.3,Corey Haim,14929.0,Neil Tolkin,1988.0
494,46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,10-03-1989,126.0,7.2,John Neville,43852.0,Charles McKeown,1988.0
495,13000000,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,23-09-1988,116.0,7.3,Jeremy Irons,32130.0,David Cronenberg,1988.0
496,10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,10-06-1988,98.0,4.6,Heather O'Rourke,14165.0,Gary Sherman,1988.0
497,7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,19-05-1989,104.0,5.9,William Ragsdale,9005.0,Tom Holland,1988.0
498,3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,23-02-1989,88.0,6.6,Keenen Ivory Wayans,10455.0,Keenen Ivory Wayans,1988.0
499,22000000,Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,17550399,Johnny Be Good,R,25-03-1988,91.0,4.5,Anthony Michael Hall,5006.0,Steve Zacharias,1988.0
500,1100000,Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,671382,Maniac Cop,R,13-05-1988,85.0,6.0,Tom Atkins,10850.0,Larry Cohen,1988.0
501,10000000,Orion Pictures,USA,Jonathan Demme,Comedy,21486757,Married to the Mob,R,19-08-1988,104.0,6.1,Michelle Pfeiffer,13416.0,Barry Strugatz,1988.0
502,6000000,Orion Pictures,USA,Dennis Hopper,Action,46616067,Colors,R,29-04-1988,120.0,6.7,Sean Penn,20490.0,Michael Schiffer,1988.0
503,17000000,Vision PDG,Ireland,Neil Jordan,Comedy,8578231,El Hotel de los Fantasmas,PG-13,18-11-1988,99.0,5.7,Peter O'Toole,6979.0,Neil Jordan,1988.0
504,3000000,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,09-09-1988,116.0,7.7,River Phoenix,11312.0,Naomi Foner,1988.0
505,1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,14-10-1988,90.0,6.3,Cathy Podewell,9897.0,Joe Augustyn,1988.0
506,13000000,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,12-08-1988,95.0,3.4,Christine Ebersole,8043.0,Stewart Raffill,1988.0
507,4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,29-04-1988,86.0,5.3,Scott Grimes,11122.0,David Twohy,1988.0
508,20000000,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,09-12-1988,105.0,5.2,Dan Aykroyd,22281.0,Jerico,1988.0
509,6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,15-01-1988,89.0,5.8,James Karen,14998.0,Ken Wiederhorn,1988.0
510,0,TriStar Pictures,USA,Kenneth Johnson,Comedy,21630088,Short Circuit 2,PG,06-07-1988,110.0,5.6,Fisher Stevens,19841.0,Brent Maddock,1988.0
511,22000000,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,07-10-1988,129.0,7.0,Sigourney Weaver,20378.0,Harold T.P. Hayes,1988.0
512,2000000,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,02-06-1989,103.0,5.9,Nicolas Cage,10474.0,Joseph Minion,1988.0
513,0,Island Pictures,USA,William Richert,Comedy,6264058,A Night in the Life of Jimmy Reardon,R,26-02-1988,90.0,5.5,River Phoenix,2177.0,William Richert,1988.0
514,0,Metro-Goldwyn-Mayer (MGM),UK,Michael Hoffman,Comedy,401421,Some Girls,R,09-09-1988,94.0,6.0,Patrick Dempsey,2369.0,Rupert Walters,1988.0
515,2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,21-10-1988,93.0,5.9,Amanda Donohoe,7908.0,Ken Russell,1988.0
516,0,Vestron Pictures,USA,Anthony Hickox,Comedy,808114,Waxwork,R,17-06-1988,95.0,6.2,Zach Galligan,8703.0,Anthony Hickox,1988.0
517,7000000,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,05-02-1988,98.0,6.5,Bill Pullman,18528.0,Wade Davis,1988.0
518,5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,29-07-1988,100.0,5.9,Tami Erin,3474.0,Astrid Lindgren,1988.0
519,6000000,Orion Pictures,USA,John Sayles,Drama,5680515,Eight Men Out,PG,02-09-1988,119.0,7.3,John Cusack,15946.0,Eliot Asinof,1988.0
520,4700000,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,1705139,Lady in White,PG-13,22-04-1988,113.0,6.7,Lukas Haas,5135.0,Frank LaLoggia,1988.0
521,700000,Laurenfilm,Spain,Pedro Almodóvar,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,11-11-1988,88.0,7.6,Carmen Maura,27755.0,Pedro Almodóvar,1988.0
522,0,Paramount Pictures,USA,John Hughes,Comedy,16031707,She's Having a Baby,PG-13,05-02-1988,106.0,5.8,Kevin Bacon,9676.0,John Hughes,1988.0
523,3000000,Spacegate Productions,USA,Don Coscarelli,Action,7282851,Phantasm II,R,08-07-1988,97.0,6.5,James Le Gros,10789.0,Don Coscarelli,1988.0
524,25000000,United Artists,Japan,James Bridges,Drama,16118077,Luces de una gran ciudad,R,01-04-1988,107.0,5.6,Michael J. Fox,6165.0,Jay McInerney,1988.0
525,0,Paramount Pictures,USA,Peter Hyams,Action,20036242,The Presidio,R,10-06-1988,97.0,6.0,Sean Connery,13900.0,Larry Ferguson,1988.0
526,0,Touchstone Pictures,USA,Jim Abrahams,Comedy,40150487,Big Business,PG,10-06-1988,97.0,6.3,Bette Midler,9728.0,Dori Pierson,1988.0
527,7000000,Orion Pictures,USA,George A. Romero,Drama,5344577,Monkey Shines,R,29-07-1988,113.0,6.2,Jason Beghe,8595.0,Michael Stewart,1988.0
528,19000000,Cornelius Productions,USA,George Roy Hill,Comedy,25537221,Funny Farm,PG,03-06-1988,101.0,6.1,Chevy Chase,16321.0,Jay Cronley,1988.0
529,0,Incorporated Television Company (ITC),UK,Thom Eberhardt,Comedy,8539181,Without a Clue,PG,21-10-1988,107.0,7.0,Michael Caine,7846.0,Gary Murphy,1988.0
530,16000000,American Entertainment Partners II L.P.,USA,Graham Baker,Action,25216243,Alien Nation,R,07-10-1988,91.0,6.3,James Caan,12143.0,Rockne S. O'Bannon,1988.0
531,0,Atlantic Entertainment Group,USA,Ernest Thompson,Drama,5979011,1969,R,18-11-1988,95.0,5.8,Robert Downey Jr.,3154.0,Ernest Thompson,1988.0
532,0,Cinetel Films,USA,Robert Englund,Comedy,2955917,976-EVIL,R,24-03-1989,92.0,5.1,Stephen Geoffreys,3769.0,Brian Helgeland,1988.0
533,7000000,Lorimar Film Entertainment,USA,Craig R. Baxley,Action,20257000,Action Jackson,R,12-02-1988,96.0,5.2,Carl Weathers,8065.0,Robert Reneau,1988.0
534,22000000,Esparza,USA,Robert Redford,Comedy,13825794,The Milagro Beanfield War,R,18-03-1988,117.0,6.9,Rubén Blades,5289.0,John Nichols,1988.0
535,23000000,Lucasfilm,USA,Francis Ford Coppola,Biography,19652638,Tucker: The Man and His Dream,PG,12-08-1988,110.0,6.9,Jeff Bridges,12469.0,Arnold Schulman,1988.0
536,0,Warner Bros.,USA,Alan Myerson,Comedy,4239831,Police Academy 5: Assignment: Miami Beach,PG,18-03-1988,90.0,4.4,Bubba Smith,27482.0,Neal Israel,1988.0
537,6500000,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844,School Daze,R,12-02-1988,121.0,5.8,Laurence Fishburne,5042.0,Spike Lee,1988.0
538,0,Columbia Pictures Corporation,USA,Brian Gilbert,Comedy,13664060,Vice Versa,PG,11-03-1988,98.0,5.8,Judge Reinhold,7667.0,F. Anstey,1988.0
539,3700000,Hemdale,USA,Steve De Jarnatt,Action,1145404,Miracle Mile,R,19-05-1989,87.0,7.0,Anthony Edwards,6985.0,Steve De Jarnatt,1988.0
540,0,Forum Sarajevo,UK,Emir Kusturica,Comedy,280015,Time of the Gypsies,R,09-02-1990,142.0,8.3,Davor Dujmovic,19943.0,Emir Kusturica,1988.0
541,0,Warner Bros.,USA,Lawrence Kasdan,Drama,32632093,The Accidental Tourist,PG,06-01-1989,121.0,6.8,William Hurt,13051.0,Anne Tyler,1988.0
542,17500000,Zanuck/Brown Productions,USA,Daniel Petrie,Adventure,18924919,Cocoon: The Return,PG,23-11-1988,116.0,5.3,Don Ameche,12956.0,David Saperstein,1988.0
543,0,A&M; Films,USA,Kevin Reynolds,War,161004,The Beast of War,R,07-09-1988,111.0,7.4,George Dzundza,7675.0,William Mastrosimone,1988.0
544,4000000,Producers Representative Organization,UK,Martin Donovan,Drama,670774,Apartment Zero,R,15-09-1989,124.0,6.9,Hart Bochner,3259.0,Martin Donovan,1988.0
545,0,TriStar Pictures,USA,Carl Schultz,Drama,18875011,The Seventh Sign,R,01-04-1988,97.0,5.9,Demi Moore,11102.0,Clifford Green,1988.0
546,0,Metro-Goldwyn-Mayer (MGM),USA,Bob Swaim,Drama,15855828,Masquerade,R,11-03-1988,100.0,6.0,Rob Lowe,2628.0,Dick Wolf,1988.0
547,10000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Drama,1562749,Another Woman,PG,18-11-1988,81.0,7.4,Gena Rowlands,10826.0,Woody Allen,1988.0
548,9000000,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286,Bird,R,30-09-1988,161.0,7.2,Forest Whitaker,9685.0,Joel Oliansky,1988.0
549,0,Film Four International,UK,Peter Greenaway,Comedy,424773,Drowning by Numbers,R,1991-06,118.0,7.3,Bernard Hill,6671.0,Peter Greenaway,1988.0
550,15000000,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797,A Cry in the Dark,PG-13,11-11-1988,120.0,6.9,Meryl Streep,7622.0,John Bryson,1988.0
551,20000000,Rastar Pictures,USA,Mike Nichols,Comedy,43184798,Biloxi Blues,PG-13,25-03-1988,106.0,6.6,Matthew Broderick,12590.0,Neil Simon,1988.0
552,4000000,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572,Talk Radio,R,13-01-1989,110.0,7.3,Eric Bogosian,10745.0,Stephen Singular,1988.0
553,0,Price,France,Jean-Jacques Annaud,Adventure,31753898,The Bear,PG,27-10-1989,96.0,7.7,Tchéky Karyo,13980.0,James Oliver Curwood,1988.0
554,0,Jascat,USA,Geneviève Robert,Comedy,12277096,Casual Sex?,R,22-04-1988,97.0,4.9,Lea Thompson,3279.0,Wendy Goldman,1988.0
555,20000000,"Guber-Peters Company, The",USA,Allan Arkush,Comedy,11798302,Caddyshack II,PG,22-07-1988,98.0,3.7,Jackie Mason,12956.0,Brian Doyle-Murray,1988.0
556,18000000,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811,Vibes,PG,05-08-1988,99.0,5.5,Cyndi Lauper,2850.0,Deborah Blum,1988.0
557,0,Touchstone Pictures,USA,Roger Spottiswoode,Action,29300090,Shoot to Kill,R,12-02-1988,110.0,6.8,Sidney Poitier,9882.0,Harv Zimmel,1988.0
558,0,TriStar Pictures,USA,John G. Avildsen,Comedy,17514553,For Keeps?,PG-13,15-01-1988,90.0,5.9,Molly Ringwald,3277.0,Tim Kazurinsky,1988.0
559,0,Warner Bros.,Australia,Yahoo Serious,Comedy,11536599,Young Einstein,PG,04-08-1989,91.0,5.1,Yahoo Serious,7621.0,David Roach,1988.0
560,0,Hemdale,USA,Martin Campbell,Crime,9974446,Criminal Law,R,28-04-1989,117.0,5.7,Gary Oldman,2928.0,Mark Kasdan,1988.0
561,0,National Broadcasting Company (NBC),USA,Joan Freeman,Comedy,8253123,Satisfaction,PG-13,12-02-1988,92.0,4.8,Justine Bateman,2958.0,Charles Purpura,1988.0
562,19000000,United Artists,USA,Costa-Gavras,Drama,25816139,Betrayed,R,26-08-1988,127.0,6.3,Debra Winger,4580.0,Joe Eszterhas,1988.0
563,0,Imagine Films Entertainment,USA,Glenn Gordon Caron,Drama,8674093,Clean and Sober,R,10-08-1988,124.0,6.7,Michael Keaton,4875.0,Tod Carroll,1988.0
564,0,Concorde Pictures,Canada,Jon Hess,Action,940173,Al borde del terror,R,02-12-1988,91.0,5.3,Corey Haim,3376.0,Dean R. Koontz,1988.0
565,16000000,Abramoff Production,South Africa,Joseph Zito,Action,4192440,Escorpion rojo,R,21-04-1989,105.0,5.0,Dolph Lundgren,6925.0,Robert Abramoff,1988.0
566,0,Bigelow Productions,USA,Annabel Jankel,Mystery,12706478,D.O.A.,R,18-03-1988,96.0,6.1,Dennis Quaid,8364.0,Charles Edward Pogue,1988.0
567,0,Golan-Globus Productions,USA,Michael Winner,Crime,960040,Appointment with Death,PG,27-04-1988,100.0,6.2,Peter Ustinov,2554.0,Agatha Christie,1988.0
568,0,Cadrage,UK,Mira Nair,Crime,2080046,Salaam Bombay!,NOT RATED,07-10-1988,113.0,8.0,Shafiq Syed,7139.0,Hriday Lani,1988.0
569,0,TriStar Pictures,USA,Peter Markle,Drama,3966256,Bat*21,R,21-10-1988,105.0,6.4,Gene Hackman,6651.0,William C. Anderson,1988.0
570,0,Burrowes Film Group,Australia,Geoff Burrowes,Adventure,13687027,Return to Snowy River,PG,15-04-1988,110.0,6.6,Tom Burlinson,1943.0,Geoff Burrowes,1988.0
571,6000000,Aspen Film Society,USA,Paul Golding,Horror,40397,Pulse,PG-13,04-03-1988,95.0,5.5,Cliff De Young,1781.0,Paul Golding,1988.0
572,0,The Mount Company,USA,Steven Kampmann,Drama,7467504,Stealing Home,PG-13,26-08-1988,98.0,6.8,Mark Harmon,3633.0,Steven Kampmann,1988.0
573,0,Warner Bros.,USA,Alan Metter,Comedy,10815378,Moving,R,04-03-1988,89.0,6.1,Richard Pryor,4139.0,Andy Breckman,1988.0
574,0,New World Entertainment Films,USA,Paul Flaherty,Comedy,2567099,18 Again!,PG,08-04-1988,93.0,5.7,Charlie Schlatter,3573.0,Josh Goldstein,1988.0
575,14000000,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346,Fresh Horses,PG-13,18-11-1988,105.0,5.0,Molly Ringwald,1439.0,Larry Ketron,1988.0
576,0,New Line Cinema,USA,Paul Bogart,Comedy,4865997,Torch Song Trilogy,R,14-12-1988,120.0,7.7,Anne Bancroft,5834.0,Harvey Fierstein,1988.0
577,5000000,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626,Dead Heat,R,29-06-1988,86.0,6.0,Treat Williams,5127.0,Terry Black,1988.0
578,210000,Miracle Pictures,USA,Jim Wynorski,Comedy,107352,Not of This Earth,R,20-05-1988,81.0,4.5,Traci Lords,1724.0,R.J. Robertson,1988.0
579,15000000,Columbia Pictures Corporation,USA,Richard Benjamin,Drama,1733070,Little Nikita,PG,18-03-1988,98.0,6.0,Sidney Poitier,4132.0,John Hill,1988.0
580,15000000,Columbia Pictures Corporation,USA,David Seltzer,Comedy,21032267,Punchline,R,07-10-1988,128.0,5.8,Sally Field,6938.0,David Seltzer,1988.0
581,0,Silver Screen Partners III,USA,Ferdinand Fairfax,Action,5855392,The Rescue,PG,05-08-1988,100.0,5.4,Kevin Dillon,920.0,Jim Thomas,1988.0
582,0,"Cannon Group, The",USA,Aaron Norris,Action,6193901,Braddock: Missing in Action III,R,22-01-1988,101.0,4.7,Chuck Norris,4679.0,Steve Bing,1988.0
583,0,Carolco Pictures,Canada,Sidney J. Furie,Action,10497324,Iron Eagle II,PG,11-11-1988,100.0,3.6,Louis Gossett Jr.,4195.0,Kevin Alyn Elders,1988.0
584,0,Les Films Christian Fechner,France,Bruno Nuytten,Biography,201055,Camille Claudel,R,21-12-1989,158.0,7.3,Isabelle Adjani,5243.0,Reine-Marie Paris,1988.0
585,0,Paramount Pictures,USA,Randal Kleiser,Adventure,15122324,Big Top Pee-wee,PG,22-07-1988,86.0,4.9,Paul Reubens,7756.0,Paul Reubens,1988.0
586,0,Atlantic Entertainment Group,UK,Mike Figgis,Crime,1791328,Stormy Monday,R,1988-05,93.0,6.3,Melanie Griffith,2958.0,Mike Figgis,1988.0
587,0,Management Company Entertainment Group (MCEG),USA,Keith Gordon,Drama,303624,The Chocolate War,R,18-11-1988,100.0,6.9,John Glover,1784.0,Robert Cormier,1988.0
588,0,In-Gear Film Production,Hong Kong,Kar-Wai Wong,Crime,8440,As Tears Go By,Not specified,02-05-2008,102.0,7.1,Andy Lau,6485.0,Jeffrey Lau,1988.0
589,0,Metro-Goldwyn-Mayer (MGM),USA,Janet Greek,Drama,1938049,Spellbinder,R,23-09-1988,99.0,5.8,Tim Daly,1633.0,Tracy Tormé,1988.0
590,8000000,Hemdale,USA,Harold Becker,Drama,784990,The Boost,R,23-12-1988,95.0,6.1,James Woods,1629.0,Ben Stein,1988.0
591,20000000,Universal Pictures,USA,Paul Mazursky,Comedy,11444204,Moon Over Parador,PG-13,09-09-1988,103.0,5.9,Richard Dreyfuss,4778.0,Charles G. Booth,1988.0
592,6000000,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109,Ernest Saves Christmas,PG,11-11-1988,95.0,5.6,Jim Varney,8513.0,Ed Turner,1988.0
593,0,Atlantic Entertainment Group,UK,Chris Menges,Drama,2326900,A World Apart,PG,17-06-1988,100.0,7.1,Barbara Hershey,1234.0,Shawn Slovo,1988.0
594,3000000,Atlantic Entertainment Group,USA,James B. Harris,Crime,1884315,Cop,R,11-03-1988,110.0,6.4,James Woods,3419.0,James Ellroy,1988.0
595,0,"Movie Group, The",UK,David Green,Comedy,540000,Buster,R,23-11-1988,91.0,5.8,Phil Collins,2767.0,Colin Shindler,1988.0
596,4000000,Warner Bros.,USA,Joan Micklin Silver,Comedy,16262415,Crossing Delancey,PG,16-09-1988,97.0,6.9,Amy Irving,2935.0,Susan Sandler,1988.0
597,0,Working Title Films,UK,Bernard Rose,Drama,241278,Paperhouse,PG-13,17-02-1989,92.0,6.8,Charlotte Burke,4568.0,Catherine Storr,1988.0
598,0,MTM Enterprises,USA,Robert Mulligan,Drama,5194491,Clara's Heart,PG-13,07-10-1988,100.0,6.3,Whoopi Goldberg,1821.0,Joseph Olshan,1988.0
599,6000000,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039,Shakedown,R,06-05-1988,93.0,5.9,Peter Weller,2087.0,James Glickenhaus,1988.0
600,19000000,Orion Pictures,USA,Michael Ritchie,Comedy,11005304,The Couch Trip,R,15-01-1988,97.0,5.7,Dan Aykroyd,3961.0,Ken Kolb,1988.0
601,0,Col.Ima.Son,France,René Laloux,Animation,370698,Gandahar,PG,02-03-1988,78.0,7.1,Glenn Close,3196.0,René Laloux,1988.0
602,8000000,Paramount Pictures,USA,Marisa Silver,Drama,1893139,Permanent Record,PG-13,22-04-1988,91.0,6.4,Alan Boyce,1550.0,Jarre Fees,1988.0
603,6000000,TriStar Pictures,Canada,Pen Densham,Drama,1869148,The Kiss,R,14-10-1988,101.0,5.5,Joanna Pacula,1258.0,Tom Ropelewski,1988.0
604,0,CB Films,France,Catherine Breillat,Romance,410109,36 fillette,Not specified,06-01-1989,88.0,6.0,Delphine Zentout,938.0,Catherine Breillat,1988.0
605,0,Golan-Globus Productions,USA,William Tannen,Action,5301200,Hero and the Terror,R,26-08-1988,96.0,5.2,Chuck Norris,2626.0,Michael Blodgett,1988.0
606,0,Warner Bros.,USA,Michael Dinner,Comedy,6436211,Hot to Trot,PG,26-08-1988,100.0,4.4,Bobcat Goldthwait,2666.0,Stephen Neigher,1988.0
607,0,New Visions,USA,Taylor Hackford,Drama,12638294,Everybody's All-American,R,04-11-1988,127.0,6.2,Jessica Lange,2558.0,Frank Deford,1988.0
608,0,Sheen/Greenblatt Productions,West Germany,Leo Penn,Drama,229556,Judgement in Berlin,PG,06-05-1988,96.0,5.9,Martin Sheen,571.0,Herbert J. Stern,1988.0
609,0,Vestron Pictures,USA,Roger Vadim,Comedy,717376,And God Created Woman,R,04-03-1988,100.0,4.3,Rebecca De Mornay,1487.0,R.J. Stewart,1988.0
610,0,British Screen Productions,UK,Mike Leigh,Comedy,1192322,High Hopes,PG,24-02-1989,108.0,7.6,Ruth Sheen,3235.0,Mike Leigh,1988.0
611,14000000,Touchstone Pictures,USA,Leonard Nimoy,Drama,4764606,The Good Mother,R,04-11-1988,100.0,5.9,Diane Keaton,1361.0,Michael Bortman,1988.0
612,19000000,Cecchi Gori Group Tiger Cinematografica,USA,Blake Edwards,Crime,4594452,Sunset,R,29-04-1988,102.0,5.7,Bruce Willis,3333.0,Rod Amateau,1988.0
613,0,Working Title Films,UK,Martin Stellman,Crime,191051,For Queen & Country,R,19-05-1989,105.0,5.7,Denzel Washington,1851.0,Martin Stellman,1988.0
614,0,Virgin Vision,USA,Matthew Chapman,Drama,113275,Heart of Midnight,R,03-03-1989,93.0,5.3,Jennifer Jason Leigh,908.0,Matthew Chapman,1988.0
615,0,Columbia Pictures Corporation,USA,Daniel Petrie,Drama,187349,Rocket Gibraltar,PG,02-09-1988,99.0,6.6,Burt Lancaster,1594.0,Amos Poe,1988.0
616,1000000,Cinema Group,USA,Rowdy Herrington,Crime,492519,Jack's Back,R,06-05-1988,97.0,6.0,James Spader,1968.0,Rowdy Herrington,1988.0
617,0,De Laurentiis Entertainment Group (DEG),USA,Bill Fishman,Comedy,343786,Tapeheads,R,21-10-1988,93.0,5.8,John Cusack,3411.0,Bill Fishman,1988.0
618,0,Compact Yellowbill,UK,Charles Sturridge,Drama,1560700,A Handful of Dust,PG,24-06-1988,100.0,6.8,James Wilby,1519.0,Derek Granger,1988.0
619,5000000,HandMade Films,UK,Nicolas Roeg,Drama,429028,Track 29,R,12-07-1988,100.0,5.9,Theresa Russell,1563.0,Dennis Potter,1988.0
620,0,Golan-Globus Productions,USA,Boaz Davidson,Romance,8892589,Salsa,PG,06-05-1988,98.0,4.9,Draco Rosa,900.0,Boaz Davidson,1988.0
621,4000000,No Frills Film Production,USA,Andrew Fleming,Horror,9797098,Bad Dreams,R,08-04-1988,84.0,5.6,Jennifer Rubin,2583.0,Andrew Fleming,1988.0
622,0,Columbia Pictures Corporation,USA,Pat O'Connor,Comedy,111987,Stars and Bars,R,18-03-1988,94.0,4.8,Daniel Day-Lewis,689.0,William Boyd,1988.0
623,0,United Artists,USA,David Beaird,Comedy,344375,It Takes Two,PG-13,13-07-1988,81.0,5.7,George Newbern,519.0,Richard Christian Matheson,1988.0
624,0,Atlantic Entertainment Group,UK,Paul Schrader,Biography,1223326,Patty Hearst,R,23-09-1988,108.0,6.3,Natasha Richardson,1064.0,Patricia Hearst,1988.0
625,0,Warner Bros.,USA,Bud Yorkin,Comedy,14681192,Arthur 2: On the Rocks,PG,08-07-1988,113.0,4.3,Dudley Moore,5270.0,Steve Gordon,1988.0
626,13000000,Silver Screen Partners III,USA,Chris Columbus,Comedy,5509417,Heartbreak Hotel,PG-13,30-09-1988,97.0,5.7,David Keith,1017.0,Chris Columbus,1988.0
627,0,MK2 Productions,France,Claude Chabrol,Drama,438483,Story of Women,Not specified,1990-02,108.0,7.6,Isabelle Huppert,3109.0,Colo Tavernier,1988.0
628,0,Force 10 Productions (I),USA,Mark Rosenthal,Comedy,124880,The In Crowd,PG,1988-02,95.0,6.3,Jennifer Runyon,640.0,Lawrence Konner,1988.0
629,0,Metro-Goldwyn-Mayer (MGM),USA,Donald P. Bellisario,Action,426965,Last Rites,R,18-11-1988,103.0,5.2,Tom Berenger,867.0,Donald P. Bellisario,1988.0
630,0,"Cannon Group, The",USA,J. Lee Thompson,Action,3074681,Messenger of Death,R,21-10-1988,91.0,5.5,Charles Bronson,1806.0,Rex Burns,1988.0
631,0,Cannon International,USA,Aaron Norris,War,1348771,Platoon Leader,R,1988-10,97.0,5.4,Tony Pierce,1193.0,Andrew Deutsch,1988.0
632,0,Nelson Entertainment,USA,Alan Rudolph,Comedy,2011497,The Moderns,R,1988-05,126.0,6.7,Keith Carradine,1410.0,Alan Rudolph,1988.0
633,18000000,TriStar Pictures,USA,Ted Kotcheff,Comedy,9129999,Switching Channels,PG,04-03-1988,105.0,5.9,Kathleen Turner,2789.0,Ben Hecht,1988.0
634,0,Caroline Productions,France,Claire Denis,Drama,2317091,Chocolat,PG-13,1989-05,105.0,7.4,Isaach De Bankolé,2217.0,Claire Denis,1988.0
635,0,Island Pictures,UK,Caleb Deschanel,Drama,315421,Crusoe,PG-13,31-03-1989,91.0,6.3,Aidan Quinn,759.0,Daniel Defoe,1988.0
636,0,British Film Institute (BFI),UK,Terence Davies,Drama,688329,"Distant Voices, Still Lives",PG-13,18-11-1988,85.0,7.5,Pete Postlethwaite,2626.0,Terence Davies,1988.0
