,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
6461,150000000,Warner Bros.,USA,Joe Wright,Adventure,35088320,Pan,PG,09-10-2015,111.0,5.8,Levi Miller,49650.0,Jason Fuchs,2015.0
6462,15000000,See-Saw Films,UK,Justin Kurzel,Drama,1108247,Macbeth,R,11-12-2015,113.0,6.7,Michael Fassbender,43481.0,Todd Louiso,2015.0
6463,0,Dogwood Films,USA,Terrence Malick,Drama,558402,Knight of Cups,R,04-03-2016,118.0,5.7,Christian Bale,18771.0,Terrence Malick,2015.0
6464,10000000,Gramercy Pictures (I),Canada,Leigh Whannell,Horror,52218558,La noche del demonio: Capitulo 3,PG-13,05-06-2015,97.0,6.1,Dermot Mulroney,67298.0,Leigh Whannell,2015.0
6465,0,Nordisk Film,Denmark,Martin Zandvliet,Drama,434640,Bajo la arena,R,26-05-2017,100.0,7.8,Roland Møller,17582.0,Martin Zandvliet,2015.0
6466,16200000,Bold Films,USA,John Erick Dowdle,Action,27285953,No Escape,R,26-08-2015,103.0,6.8,Lake Bell,61262.0,John Erick Dowdle,2015.0
6467,26000000,Endgame Entertainment,USA,Tarsem Singh,Action,12276810,Self/less,PG-13,10-07-2015,117.0,6.5,Ryan Reynolds,70564.0,Àlex Pastor,2015.0
6468,8000000,Amasia Entertainment,USA,Paco Cabezas,Action,25369,Mr. Right,R,08-04-2016,95.0,6.3,Anna Kendrick,33496.0,Max Landis,2015.0
6469,0,Gloria Sanchez Productions,USA,Leslye Headland,Comedy,814775,Sleeping with Other People,R,12-08-2015,101.0,6.5,Jason Sudeikis,29326.0,Leslye Headland,2015.0
6470,0,Tre Vänner Produktion AB,Sweden,Hannes Holm,Comedy,3358518,Un hombre gruñón,PG-13,30-09-2016,116.0,7.7,Rolf Lassgård,25808.0,Hannes Holm,2015.0
6471,19500000,IM Global,USA,Billy Ray,Crime,20180155,Secret in Their Eyes,PG-13,20-11-2015,111.0,6.2,Chiwetel Ejiofor,29254.0,Billy Ray,2015.0
6472,25000000,Columbia Pictures,USA,Jonathan Levine,Adventure,43035725,The Night Before,R,20-11-2015,101.0,6.4,Joseph Gordon-Levitt,45947.0,Jonathan Levine,2015.0
6473,200000000,Pixar Animation Studios,USA,Peter Sohn,Animation,123087120,The Good Dinosaur,PG,25-11-2015,93.0,6.7,Jeffrey Wright,80711.0,Bob Peterson,2015.0
6474,0,Mod Producciones,Spain,Alejandro Amenábar,Crime,54734,Regression,R,02-10-2015,106.0,5.7,Ethan Hawke,28090.0,Alejandro Amenábar,2015.0
6475,135000000,DreamWorks Animation,USA,Tim Johnson,Animation,177397510,Home,PG,27-03-2015,94.0,6.7,Jim Parsons,79374.0,Tom J. Astle,2015.0
6476,35000000,Sony Pictures Entertainment (SPE),USA,Robert Zemeckis,Adventure,10137502,The Walk,PG,09-10-2015,123.0,7.3,Joseph Gordon-Levitt,97203.0,Robert Zemeckis,2015.0
6477,40000000,Davis Entertainment,USA,Paul McGuigan,Drama,5775076,Victor Frankenstein,PG-13,25-11-2015,110.0,6.0,Daniel Radcliffe,40525.0,Max Landis,2015.0
6478,0,Paris Film,Canada,Oz Perkins,Horror,19980,The Blackcoat's Daughter,R,16-02-2017,93.0,5.8,Emma Roberts,6768.0,Oz Perkins,2015.0
6479,15000000,Legendary Entertainment,USA,Michael Dougherty,Comedy,42592530,Krampus,PG-13,04-12-2015,98.0,6.2,Adam Scott,44393.0,Todd Casey,2015.0
6480,8000000,Indian Paintbrush,USA,Alfonso Gomez-Rejon,Comedy,6743776,Me and Earl and the Dying Girl,PG-13,01-07-2015,105.0,7.8,Thomas Mann,96689.0,Jesse Andrews,2015.0
6481,0,HanWay Films,UK,Ben Wheatley,Drama,343139,High-Rise,R,28-04-2016,119.0,5.7,Tom Hiddleston,28067.0,Amy Jump,2015.0
6482,25000000,1821 Pictures,USA,Gavin O'Connor,Action,1512815,Jane Got a Gun,R,29-01-2016,98.0,5.9,Natalie Portman,15689.0,Brian Duffield,2015.0
6483,25000000,EuropaCorp,France,Camille Delamarre,Action,16027866,El transportador recargado,PG-13,04-09-2015,96.0,5.1,Ed Skrein,32420.0,Adam Cooper,2015.0
6484,30000000,Warner Bros.,USA,Doug Ellin,Comedy,32361416,Entourage,R,03-06-2015,104.0,6.6,Adrian Grenier,66336.0,Doug Ellin,2015.0
6485,7000000,Forest Whitaker's Significant Productions,USA,Rick Famuyiwa,Comedy,17474107,Dope,R,19-06-2015,103.0,7.3,Shameik Moore,69552.0,Rick Famuyiwa,2015.0
6486,50000000,Warner Bros.,USA,Jaume Collet-Serra,Action,26442251,Run All Night,R,13-03-2015,114.0,6.6,Liam Neeson,85225.0,Brad Ingelsby,2015.0
6487,0,Regency Enterprises,USA,Rupert Goold,Crime,4715819,True Story,R,17-04-2015,99.0,6.3,James Franco,44237.0,Rupert Goold,2015.0
6488,0,Frenesy Film Company,Italy,Luca Guadagnino,Drama,1982505,A Bigger Splash,R,13-05-2016,125.0,6.4,Tilda Swinton,16900.0,David Kajganich,2015.0
6489,0,Fox Searchlight Pictures,UK,Thomas Vinterberg,Drama,12229314,Far from the Madding Crowd,PG-13,22-05-2015,119.0,7.1,Carey Mulligan,36196.0,Thomas Hardy,2015.0
6490,10000000,Universal Pictures,France,Angelina Jolie,Drama,531009,Frente al mar,R,01-01-2016,122.0,5.2,Brad Pitt,13055.0,Angelina Jolie,2015.0
6491,13000000,Raindog Films,UK,Gavin Hood,Drama,18700837,Eye in the Sky,R,01-04-2016,102.0,7.3,Helen Mirren,61722.0,Guy Hibbert,2015.0
6492,16000000,Freedom Media,USA,Drake Doremus,Drama,32095,Equals,PG-13,26-05-2016,101.0,6.0,Nicholas Hoult,18681.0,Nathan Parker,2015.0
6493,23000000,LStar Capital,USA,Jeremy Garelick,Comedy,64460211,The Wedding Ringer,R,16-01-2015,101.0,6.7,Kevin Hart,60737.0,Jeremy Garelick,2015.0
6494,0,Edward R. Pressman Film,UK,Matt Brown,Biography,3866794,The Man Who Knew Infinity,PG-13,29-04-2016,108.0,7.2,Dev Patel,33630.0,Matt Brown,2001.0
6495,2000000,StudioCanal,UK,Max Joseph,Drama,3590010,We Are Your Friends,R,28-08-2015,96.0,6.2,Zac Efron,27695.0,Max Joseph,2015.0
6496,6000000,"Princess Grace Foundation, The",USA,Cary Fukunaga,Drama,83861,Beasts of No Nation,NOT RATED,16-10-2015,137.0,7.8,Abraham Attah,52905.0,Cary Fukunaga,2015.0
6497,30000000,Little Stranger,USA,Jason Moore,Comedy,87044645,Sisters,R,18-12-2015,118.0,6.0,Amy Poehler,52137.0,Paula Pell,2015.0
6498,0,Archimede,Italy,Matteo Garrone,Drama,80809,Tale of Tales,R,22-04-2016,134.0,6.4,Salma Hayek,18674.0,Giambattista Basile,2015.0
6499,28000000,PalmStar Media,USA,Nima Nourizadeh,Action,14434604,American Ultra,R,21-08-2015,100.0,6.1,Jesse Eisenberg,67391.0,Max Landis,2015.0
6500,11000000,Origin Pictures,UK,Simon Curtis,Biography,33305037,Woman in Gold,PG-13,10-04-2015,109.0,7.3,Helen Mirren,42052.0,Alexi Kaye Campbell,2015.0
6501,0,Rhombus Media,Canada,Patricia Rozema,Drama,6438,Into the Forest,R,29-07-2016,101.0,5.9,Ellen Page,11816.0,Patricia Rozema,2015.0
6502,8000000,Harmonius Claptrap,USA,Duke Johnson,Animation,3442820,Anomalisa,R,05-02-2016,90.0,7.2,David Thewlis,47499.0,Charlie Kaufman,2015.0
6503,12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,Project Almanac,PG-13,30-01-2015,106.0,6.4,Amy Landecker,65169.0,Jason Pagan,2015.0
6504,11000000,Gravier Productions,USA,Woody Allen,Comedy,4027764,Irrational Man,R,07-08-2015,95.0,6.6,Joaquin Phoenix,42507.0,Woody Allen,2015.0
6505,40000000,StudioCanal,USA,Pierre Morel,Action,10640645,The Gunman,R,20-03-2015,115.0,5.8,Sean Penn,32345.0,Jean-Patrick Manchette,2015.0
6506,4000000,Universal Pictures,USA,Rob Cohen,Mystery,35385560,The Boy Next Door,R,23-01-2015,91.0,4.7,Jennifer Lopez,31057.0,Barbara Curry,2015.0
6507,0,Fantefilm,Norway,Roar Uthaug,Action,176637,La última ola,R,29-07-2016,105.0,6.7,Kristoffer Joner,20509.0,John Kåre Raake,2015.0
6508,60000000,OddLot Entertainment,UK,David Koepp,Action,7605668,Mortdecai,R,23-01-2015,107.0,5.5,Johnny Depp,54191.0,Eric Aronson,2015.0
6509,15000000,Bleecker Street Films,USA,Jay Roach,Biography,7857741,Trumbo,R,27-11-2015,124.0,7.5,Bryan Cranston,60593.0,John McNamara,2015.0
6510,10000000,Entertainment One,USA,Ciarán Foy,Horror,27736779,Sinister 2,R,21-08-2015,97.0,5.3,James Ransone,33723.0,Scott Derrickson,2015.0
6511,81200000,Onyx Films,France,Mark Osborne,Animation,1339152,El principito,PG,05-08-2016,108.0,7.8,Jeff Bridges,41751.0,Irena Brignull,2015.0
6512,3500000,Duplass Brothers Productions,USA,Bryan Buckley,Comedy,615654,The Bronze,R,18-03-2016,100.0,6.0,Melissa Rauch,7520.0,Melissa Rauch,2015.0
6513,35000000,Fox 2000 Pictures,USA,Gil Kenan,Horror,47425125,Poltergeist,PG-13,22-05-2015,93.0,4.9,Sam Rockwell,47376.0,David Lindsay-Abaire,2015.0
6514,8000000,Route One Entertainment,USA,Ken Kwapis,Adventure,29467855,A Walk in the Woods,R,02-09-2015,104.0,6.3,Robert Redford,18661.0,Michael Arndt,2015.0
6515,26000000,Alcon Entertainment,Chile,Patricia Riggen,Biography,12188642,Los 33,PG-13,13-11-2015,127.0,6.9,Antonio Banderas,27925.0,Mikko Alanne,2015.0
6516,74000000,Paramount Animation,USA,Paul Tibbitt,Animation,162994032,The SpongeBob Movie: Sponge Out of Water,PG,06-02-2015,92.0,6.0,Tom Kenny,38659.0,Glenn Berger,2015.0
6517,25000000,Bloom,USA,Gus Van Sant,Drama,20083,The Sea of Trees,PG-13,26-08-2016,110.0,5.9,Matthew McConaughey,8519.0,Chris Sparling,2015.0
6518,100000,Duplass Brothers Productions,USA,Sean Baker,Comedy,701837,Tangerine,R,10-07-2015,88.0,7.0,Kitana Kiki Rodriguez,16597.0,Sean Baker,2015.0
6519,70000000,Forward Pass,USA,Michael Mann,Crime,7097125,Blackhat,R,16-01-2015,133.0,5.4,Chris Hemsworth,44249.0,Morgan Davis Foehl,2015.0
6520,0,New Real Films,Canada,Robert Budreau,Biography,667476,Born to Be Blue,R,30-03-2016,97.0,6.9,Ethan Hawke,5113.0,Robert Budreau,2015.0
6521,90000000,Fox 2000 Pictures,USA,Walt Becker,Animation,85886987,Alvin and the Chipmunks: The Road Chip,PG,18-12-2015,100.0,5.1,Jason Lee,12069.0,Ross Bagdasarian,2015.0
6522,8000000,Enderby Entertainment,USA,Daniel Alfredson,Thriller,16458,Blackway,R,10-06-2016,90.0,5.2,Anthony Hopkins,4931.0,Castle Freeman Jr.,2015.0
6523,0,Duplass Brothers Productions,USA,Patrick Brice,Comedy,1100000,The Overnight,R,19-06-2015,79.0,6.1,Adam Scott,12642.0,Patrick Brice,2015.0
6524,1000000,Red Crown Productions,USA,Michael Showalter,Comedy,14443077,"Hello, My Name Is Doris",R,01-04-2016,90.0,6.7,Sally Field,14007.0,Laura Terruso,2015.0
6525,35000000,Metro-Goldwyn-Mayer (MGM),USA,Anne Fletcher,Action,34507079,Hot Pursuit,PG-13,08-05-2015,87.0,5.1,Reese Witherspoon,40431.0,David Feeney,2015.0
6526,28000000,Participant Media,USA,David Gordon Green,Comedy,6998324,Our Brand Is Crisis,R,30-10-2015,107.0,6.1,Sandra Bullock,16204.0,Peter Straughan,2015.0
6527,8500000,Lionsgate,USA,Henry Hobson,Drama,187112,Maggie,PG-13,08-05-2015,95.0,5.6,Arnold Schwarzenegger,35167.0,John Scott 3,2015.0
6528,3000000,FaithStep Films,USA,Alex Kendrick,Drama,67790117,War Room,PG,28-08-2015,120.0,6.4,Priscilla C. Shirer,10268.0,Alex Kendrick,2015.0
6529,9600000,Sony Pictures Classics,Australia,James Vanderbilt,Biography,2541554,Conspiración y poder,R,30-10-2015,125.0,6.8,Cate Blanchett,14615.0,James Vanderbilt,2015.0
6530,9400000,Panorama Studios,India,Nishikant Kamat,Crime,739478,Drishyam,NOT RATED,31-07-2015,163.0,8.4,Ajay Devgn,42547.0,Jeethu Joseph,2015.0
6531,0,Fox Searchlight Pictures,USA,Noah Baumbach,Comedy,2461121,Mistress America,R,04-09-2015,84.0,6.7,Greta Gerwig,19140.0,Noah Baumbach,2015.0
6532,0,Silver Reel,Iceland,Craig Zobel,Drama,118483,Z for Zachariah,PG-13,28-08-2015,98.0,6.0,Chiwetel Ejiofor,21852.0,Nissar Modi,2015.0
6533,0,Soft Tread Enterprises,Australia,Rosemary Myers,Comedy,45650,Girl Asleep,Not specified,08-09-2016,77.0,6.2,Bethany Whitmore,1693.0,Matthew Whittet,2015.0
6534,18000000,Clinica Estetico,USA,Jonathan Demme,Comedy,26822144,Ricki and the Flash,PG-13,07-08-2015,101.0,6.0,Meryl Streep,18428.0,Diablo Cody,2015.0
6535,5000000,Allspark Pictures,USA,Jon M. Chu,Adventure,2184640,Jem and the Holograms,PG,23-10-2015,118.0,4.1,Aubrey Peeples,5640.0,Ryan Landels,2015.0
6536,14000000,Ruby Films,UK,Sarah Gavron,Biography,4693356,Suffragette,PG-13,11-12-2015,106.0,6.9,Carey Mulligan,28377.0,Abi Morgan,2015.0
6537,20000000,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Adventure,42652003,Max,PG,26-06-2015,111.0,6.8,Thomas Haden Church,22181.0,Boaz Yakin,2015.0
6538,0,Serendipity Point Films,Canada,Atom Egoyan,Drama,637555,Remember,R,17-12-2015,94.0,7.4,Christopher Plummer,14266.0,Benjamin August,2015.0
6539,18026148,Arka Mediaworks,India,S.S. Rajamouli,Action,6738000,Baahubali: The Beginning,Not specified,09-07-2015,159.0,8.2,Prabhas,81329.0,Vijayendra Prasad,2015.0
6540,3300000,Blumhouse Productions,USA,David Gelb,Horror,25799043,The Lazarus Effect,PG-13,27-02-2015,83.0,5.2,Olivia Wilde,32659.0,Luke Dawson,2015.0
6541,0,Franklin Street,USA,Rebecca Miller,Comedy,3351230,Maggie's Plan,R,27-04-2016,98.0,6.2,Greta Gerwig,10929.0,Rebecca Miller,2015.0
6542,0,Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Poland,Agnieszka Smoczynska,Comedy,98818,The Lure,NOT RATED,25-12-2015,92.0,6.3,Marta Mazurek,2000.0,Robert Bolesto,2015.0
6543,0,EMA Films,Canada,François Simard,Action,50000,Turbo Kid,UNRATED,28-08-2015,93.0,6.7,Munro Chambers,20452.0,François Simard,2015.0
6544,17000000,Mayhem Pictures,USA,Niki Caro,Biography,44469602,"McFarland, USA",PG,20-02-2015,129.0,7.4,Kevin Costner,27814.0,Christopher Cleveland,2015.0
6545,0,Bayerischer Rundfunk (BR),Germany,Julian Rosefeldt,Drama,143656,Manifesto,NOT RATED,23-11-2017,95.0,7.2,Cate Blanchett,1314.0,Julian Rosefeldt,2015.0
6546,65000000,Sparkle Roll Media,China,Daniel Lee,Action,74068,Dragon Blade,R,04-09-2015,127.0,6.1,Jackie Chan,14229.0,Daniel Lee,2015.0
6547,0,Hoody Boy Productions,USA,Trey Edward Shults,Drama,140779,Krisha,R,18-03-2016,83.0,7.1,Krisha Fairchild,4086.0,Trey Edward Shults,2015.0
6548,10000000,Miramax,UK,Bill Condon,Drama,17737646,Mr. Holmes,PG,24-07-2015,104.0,6.9,Ian McKellen,51307.0,Mitch Cullin,2015.0
6549,0,Varient,USA,Marya Cohn,Drama,5249,The Girl in the Book,NOT RATED,11-12-2015,86.0,6.2,Emily VanCamp,3075.0,Marya Cohn,2015.0
6550,3000000,Esperanto Kino,Mexico,Jonás Cuarón,Drama,1828933,Desierto,R,15-04-2016,88.0,6.0,Gael García Bernal,6253.0,Jonás Cuarón,2015.0
6551,17000000,CBS Films,USA,Jessie Nelson,Comedy,26284475,Love the Coopers,PG-13,13-11-2015,107.0,5.7,Steve Martin,13475.0,Steven Rogers,2015.0
6552,0,MM Productions,USA,Mary Agnes Donoghue,Comedy,2254,Jenny's Wedding,PG-13,31-07-2015,94.0,5.5,Katherine Heigl,7852.0,Mary Agnes Donoghue,2015.0
6553,99000000,Twentieth Century Fox Animation,USA,Steve Martino,Animation,130178411,The Peanuts Movie,G,06-11-2015,88.0,7.1,Noah Schnapp,34889.0,Craig Schulz,2015.0
6554,36000000,Dreams Salon Entertainment Culture,China,Wilson Yip,Action,2679437,Ip Man 3,PG-13,24-12-2015,105.0,7.1,Donnie Yen,31713.0,Tai-lee Chan,2015.0
6555,0,POP Films,USA,Jacob Gentry,Drama,4267,Synchronicity,R,22-01-2016,101.0,5.5,Chad McKnight,7562.0,Jacob Gentry,2015.0
6556,10000000,Big Indie Pictures,USA,Dan Fogelman,Comedy,5348317,Danny Collins,R,10-04-2015,106.0,7.0,Al Pacino,24666.0,Dan Fogelman,2015.0
6557,12000000,Rocklin \ Faust,USA,David M. Rosenthal,Drama,57017904,The Perfect Guy,PG-13,11-09-2015,100.0,5.6,Sanaa Lathan,7922.0,Alan B. McElroy,2015.0
6558,0,CG Cinéma,France,Deniz Gamze Ergüven,Drama,845464,Mustang: belleza salvaje,PG-13,05-02-2016,97.0,7.7,Günes Sensoy,25260.0,Deniz Gamze Ergüven,2015.0
6559,0,Filmbox,USA,Gary Rydstrom,Animation,12427046,Strange Magic,PG,23-01-2015,99.0,5.8,Evan Rachel Wood,8009.0,David Berenbaum,2015.0
6560,0,Aggregate Films,USA,Jason Bateman,Comedy,240067,The Family Fang,R,06-05-2016,105.0,6.1,Jason Bateman,5585.0,Kevin Wilson,2015.0
6561,0,Laokoon Filmgroup,Hungary,László Nemes,Drama,1777043,El hijo de Saúl,R,26-02-2016,107.0,7.5,Géza Röhrig,32339.0,László Nemes,2015.0
6562,13000000,Bron Studios,USA,Marc Abraham,Biography,1646468,I Saw the Light,R,01-04-2016,123.0,5.7,Tom Hiddleston,4460.0,Marc Abraham,2015.0
6563,0,S Films,UK,Catherine Hardwicke,Comedy,1162653,Miss You Already,PG-13,25-09-2015,112.0,6.8,Drew Barrymore,12743.0,Morwenna Banks,2015.0
6564,5000000,Big Beach Films,USA,Gaby Dellal,Drama,66371,3 Generations,PG-13,29-09-2016,92.0,5.6,Naomi Watts,2608.0,Nikole Beckwith,2015.0
6565,10000000,Worldview Entertainment,Ireland,Kim Farrant,Drama,17472,Strangerland,R,10-07-2015,112.0,5.2,Nicole Kidman,6735.0,Michael Kinirons,2015.0
6566,0,Occupant Entertainment,UK,Corin Hardy,Horror,8967,The Hallow,NOT RATED,05-11-2015,97.0,5.7,Joseph Mawle,11545.0,Corin Hardy,2015.0
6567,0,Screen NSW,Australia,Simon Stone,Drama,26376,The Daughter,Not specified,27-01-2017,96.0,6.7,Geoffrey Rush,3194.0,Simon Stone,2015.0
6568,30000000,Columbia Pictures,USA,Andy Fickman,Action,71038190,Paul Blart: Mall Cop 2,PG,17-04-2015,94.0,4.4,Kevin James,27268.0,Kevin James,2015.0
6569,6000000,BBC Films,UK,Nicholas Hytner,Biography,10017675,The Lady in the Van,PG-13,26-02-2016,104.0,6.7,Maggie Smith,18091.0,Alan Bennett,2015.0
6570,0,Terra Incognita Films,Belgium,Jaco Van Dormael,Comedy,89182,El nuevo nuevo testamento,NOT RATED,01-09-2015,114.0,7.1,Pili Groyne,20984.0,Thomas Gunzig,2015.0
6571,14000000,Paramount Pictures,USA,Steve Pink,Comedy,12282677,Hot Tub Time Machine 2,R,20-02-2015,93.0,5.1,Rob Corddry,31612.0,Josh Heald,2015.0
6572,10000000,Blumhouse Productions,USA,Gregory Plotkin,Horror,18300124,Paranormal Activity: The Ghost Dimension,R,23-10-2015,88.0,4.6,Chris J. Murray,19280.0,Jason Pagan,2015.0
6573,0,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,2647377,Chi-Raq,R,02-12-2016,127.0,5.7,Nick Cannon,6983.0,Kevin Willmott,2015.0
6574,0,Sycamore Pictures,USA,Anna Boden,Comedy,129747,Mississippi Grind,R,13-08-2015,108.0,6.3,Ben Mendelsohn,13207.0,Anna Boden,2015.0
6575,10000000,Babieka,UK,John Madden,Comedy,33078266,The Second Best Exotic Marigold Hotel,PG,06-03-2015,122.0,6.6,Judi Dench,25886.0,Ol Parker,2015.0
6576,0,Audiovisual Aval SGR,Spain,Cesc Gay,Comedy,208799,Una sonrisa a la vida,TV-14,07-04-2017,108.0,7.3,Ricardo Darín,7973.0,Tomàs Aragay,2015.0
6577,35000000,Regency Enterprises,USA,Ken Scott,Comedy,10214013,Unfinished Business,R,06-03-2015,91.0,5.4,Vince Vaughn,26051.0,Steve Conrad,2015.0
6578,7000000,Double Feature Films,USA,Peter Sollett,Biography,532988,Freeheld,PG-13,04-03-2016,103.0,6.5,Julianne Moore,8801.0,Ron Nyswaner,2015.0
6579,2000000,BN Films,Mexico,Jerry Jameson,Action,2557668,Captive,PG-13,18-09-2015,97.0,5.4,Kate Mara,5253.0,Brian Bird,2015.0
6580,0,Modern Man Films,USA,James Ponsoldt,Biography,2993669,The End of the Tour,R,12-11-2015,106.0,7.3,Jason Segel,22192.0,Donald Margulies,2015.0
6581,3000000,Ealing Studios Entertainment,UK,Andrew Mogel,Comedy,660994,The D Train,R,08-05-2015,101.0,5.0,Jack Black,9146.0,Jarrad Paul,2015.0
6582,0,BB Film Productions,USA,Michael Almereyda,Biography,155075,Experimenter,PG-13,16-10-2015,98.0,6.6,John Palladino,13263.0,Michael Almereyda,2015.0
6583,2000000,See-Saw Films,UK,John Maclean,Western,229094,Slow West,R,16-04-2015,84.0,6.9,Kodi Smit-McPhee,33032.0,John Maclean,2015.0
6584,0,Rhombus Media,Canada,Stephen Dunn,Drama,41866,Closet Monster,NOT RATED,27-05-2016,90.0,7.0,Aaron Abrams,4860.0,Stephen Dunn,2001.0
6585,0,Kôdansha,Japan,Shinji Higuchi,Action,449523,Attack on Titan: Part 1,NOT RATED,01-08-2015,98.0,5.1,Haruma Miura,9847.0,Hajime Isayama,2015.0
6586,11000000,Motlys,Norway,Joachim Trier,Drama,161789,Más fuerte que las bombas,R,01-07-2016,109.0,6.6,Jesse Eisenberg,8742.0,Joachim Trier,2015.0
6587,800000,Audax Films,USA,Jon Watts,Crime,128002,Cop Car,R,07-08-2015,88.0,6.3,Kevin Bacon,24256.0,Jon Watts,2015.0
6588,1400000,Buffalo Films,Colombia,Ciro Guerra,Adventure,1329249,Embrace of the Serpent,NOT RATED,25-05-2015,125.0,7.9,Nilbio Torres,13698.0,Ciro Guerra,2015.0
6589,0,BFI Film Fund,UK,Andrew Haigh,Drama,4250507,45 Years,R,25-12-2015,91.0,7.1,Charlotte Rampling,23800.0,Andrew Haigh,2015.0
6590,4000000,Avi Chai fund,Israel,Natalie Portman,Biography,569381,Una historia de amor y oscuridad,PG-13,19-08-2016,95.0,6.0,Natalie Portman,2003.0,Natalie Portman,2015.0
6591,25000000,StudioCanal,UK,Mark Burton,Animation,19375982,Shaun the Sheep Movie,PG,05-08-2015,85.0,7.4,Justin Fletcher,28138.0,Mark Burton,2015.0
6592,3200000,Anonymous Content,USA,Lorene Scafaria,Comedy,4265673,The Meddler,PG-13,03-06-2016,103.0,6.3,Susan Sarandon,7979.0,Lorene Scafaria,2015.0
6593,15000000,Covert Media,USA,Barry Levinson,Comedy,2982281,Rock the Kasbah,R,23-10-2015,106.0,5.5,Bill Murray,8063.0,Mitch Glazer,2015.0
6594,15000000,Central Motion Pictures,Taiwan,Hsiao-Hsien Hou,Action,613556,The Assassin,NOT RATED,30-09-2016,105.0,6.4,Qi Shu,12237.0,Cheng Ah,2015.0
6595,20000000,Metanoia Films,Mexico,Alejandro Monteverde,Drama,6420319,El gran pequeño,PG-13,24-04-2015,106.0,7.4,Jakob Salvati,19156.0,Alejandro Monteverde,2015.0
6596,0,Two Flints,USA,Brett Haley,Comedy,7425963,I'll See You in My Dreams,PG-13,15-05-2015,92.0,6.7,Blythe Danner,5282.0,Marc Basch,2015.0
6597,8000000,Lionsgate,USA,Mark Neveldine,Horror,1712111,The Vatican Tapes,PG-13,07-08-2015,91.0,5.1,Olivia Taylor Dudley,13305.0,Christopher Borrelli,2015.0
6598,5000000,Astute Films,USA,Michael Polish,Drama,4700361,90 Minutes in Heaven,PG-13,11-09-2015,121.0,4.7,Kate Bosworth,2631.0,Michael Polish,2015.0
6599,0,Chaz Productions,France,Catherine Corsini,Drama,35034,Summertime,NOT RATED,19-08-2015,105.0,6.6,Cécile De France,2301.0,Catherine Corsini,2015.0
6600,6000000,Human Stew Factory,USA,Ana Lily Amirpour,Drama,177680,The Bad Batch,R,23-06-2017,118.0,5.4,Suki Waterhouse,8340.0,Ana Lily Amirpour,2016.0
6601,125000000,Regency Enterprises,USA,Justin Kurzel,Action,54645723,Assassin's Creed,PG-13,21-12-2016,115.0,5.9,Michael Fassbender,133338.0,Michael Lesslie,2016.0
6602,30000000,Summit Entertainment,USA,Damien Chazelle,Comedy,151101803,La La Land,PG-13,25-12-2016,128.0,8.2,Ryan Gosling,308891.0,Damien Chazelle,2016.0
6603,175000000,Atlas Entertainment,USA,David Ayer,Action,325100054,Suicide Squad,PG-13,05-08-2016,123.0,6.2,Will Smith,435667.0,David Ayer,2016.0
6604,75000000,Dentsu,USA,Garth Jennings,Animation,270329045,Sing,PG,21-12-2016,108.0,7.1,Matthew McConaughey,81466.0,Garth Jennings,2016.0
6605,180000000,Heyday Films,UK,David Yates,Adventure,234037575,Fantastic Beasts and Where to Find Them,PG-13,18-11-2016,133.0,7.4,Eddie Redmayne,268073.0,J.K. Rowling,2016.0
6606,150000000,Walt Disney Animation Studios,USA,Ron Clements,Animation,248757044,Moana,PG,23-11-2016,107.0,7.6,Auli'i Cravalho,157290.0,Jared Bush,2016.0
6607,90000000,Metro-Goldwyn-Mayer (MGM),USA,Antoine Fuqua,Action,93381044,The Magnificent Seven,PG-13,23-09-2016,132.0,6.9,Denzel Washington,138262.0,Akira Kurosawa,2016.0
6608,44000000,Warner Bros.,USA,Gavin O'Connor,Action,86198014,The Accountant,R,14-10-2016,128.0,7.4,Ben Affleck,188598.0,Bill Dubuque,2016.0
6609,30000000,Keep Your Head,USA,James Gray,Adventure,8574339,The Lost City of Z,PG-13,21-04-2017,141.0,6.6,Charlie Hunnam,39409.0,James Gray,2016.0
